Week of,Prediction,Name,APTA Name,Size,Region,City
2022-07-31,245934.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2022-07-31,500209.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2022-07-31,9203.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2022-07-31,143452.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2022-07-31,330827.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2022-07-31,161547.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2022-07-31,5587.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2022-07-31,111956.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2022-07-31,540262.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2022-07-31,18118.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-31,26153.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2022-07-31,1323179.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2022-07-31,191235.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2022-07-31,2204710.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2022-07-31,161283.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2022-07-31,147578.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2022-07-31,955320.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2022-07-31,15474.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2022-07-31,3581612.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2022-07-31,44804.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2022-07-31,23324.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2022-07-31,79234.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2022-07-31,34170.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2022-07-31,6554.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2022-07-31,164614.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2022-07-31,12309.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2022-07-31,97273.0,Port Authority Transit Corp,Port Authority Transit Corp,2M+,Mid-Atlantic,Philadelphia
2022-07-31,137408.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2022-07-31,399381.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2022-07-31,126432.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2022-07-31,4764543.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2022-07-31,628512.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2022-07-31,42652.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2022-07-31,115550.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2022-07-31,1915822.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2022-07-31,138325.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2022-07-31,76861.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2022-07-31,2901652.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2022-07-31,181105.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2022-07-31,210789.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2022-07-31,370760.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2022-07-31,1061153.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2022-07-31,32565.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2022-07-31,767508.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2022-07-31,93623.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2022-07-31,37397.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2022-07-31,62092.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2022-07-31,744596.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2022-07-31,221128.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2022-07-31,91123.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2022-07-31,1158382.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2022-07-31,628860.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2022-07-31,3849.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2022-07-31,93120.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2022-07-31,8222.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2022-07-31,299378.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2022-07-31,853834.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2022-07-31,43921.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2022-07-31,119549.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2022-07-31,1220014.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2022-07-31,49112.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2022-07-31,127921.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2022-07-31,1119683.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2022-07-31,42941.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2022-07-31,59705.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2022-07-31,112399.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2022-07-31,424482.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2022-07-31,62314.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2022-07-31,4442194.0,Los Angeles County MTA,Los Angeles County MTA,2M+,Pacific,Los Angeles
2022-07-31,133951.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2022-07-31,3522962.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2022-07-31,8067.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2022-07-31,160311.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2022-07-31,103848.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2022-07-31,80398.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2022-07-31,32108.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2022-07-31,116331.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2022-07-31,119002.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2022-07-31,19380.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2022-07-31,35667.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2022-07-31,309711.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2022-07-31,358154.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2022-07-31,210136.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2022-07-31,40935.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2022-07-31,960472.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2022-07-31,222544.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2022-07-31,21496.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2022-07-31,388532.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2022-07-31,4167381.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2022-07-31,269823.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2022-07-31,813144.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2022-07-31,70185.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2022-07-31,25397.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2022-07-31,163809.0,Fairfax County Dept of Transp,Fairfax County Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-31,89772.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2022-07-31,520740.0,Metra,Metra,2M+,East Central,Chicago
2022-07-31,151040.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2022-07-31,1049689.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2022-07-31,105131.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2022-07-31,37338.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2022-07-31,1420550.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2022-07-31,33889.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2022-07-31,29689.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2022-07-31,101192.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2022-07-31,1032446.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2022-07-31,243778.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2022-07-31,45475.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-31,28197.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2022-07-31,36211.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2022-07-31,21108.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2022-07-31,208825.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2022-07-31,51475.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2022-07-31,64249.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2022-07-31,38807.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-31,31796.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2022-07-31,354247.0,Capital Metropolitan Trp Auth,Capital Metropolitan Trp Auth,"500,000-1.99M",West Central,Austin
2022-07-31,85941.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2022-07-31,29559.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2022-07-31,106040.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2022-07-31,32521.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2022-07-31,90783.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2022-07-31,122108.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2022-07-31,36442.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2022-07-31,281035.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2022-07-31,333906.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2022-07-31,42287.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2022-07-31,42783271.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2022-07-31,727554.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2022-08-07,38980.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2022-08-07,1289908.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2022-08-07,25244.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2022-08-07,112343.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2022-08-07,133733.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2022-08-07,33583.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2022-08-07,136658.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2022-08-07,150203.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2022-08-07,40649.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2022-08-07,36424.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2022-08-07,54461.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2022-08-07,738014.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2022-08-07,145563.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2022-08-07,6208.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2022-08-07,46541.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2022-08-07,5835.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2022-08-07,168331.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2022-08-07,108465.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2022-08-07,678107.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2022-08-07,44137.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2022-08-07,165635.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2022-08-07,25646.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2022-08-07,1944467.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2022-08-07,17439.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2022-08-07,153272.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2022-08-07,4664644.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2022-08-07,31440.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2022-08-07,211644.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2022-08-07,168993.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2022-08-07,77697.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2022-08-07,126839.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2022-08-07,17756.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2022-08-07,89049.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2022-08-07,106035.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2022-08-07,13859.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2022-08-07,275319.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2022-08-07,150926.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2022-08-07,14826.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2022-08-07,82058.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2022-08-07,3765.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2022-08-07,803613.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2022-08-07,310888.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2022-08-07,50915.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2022-08-07,70622.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2022-08-07,31850.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2022-08-07,8990.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2022-08-07,38152.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2022-08-07,3516648.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2022-08-07,351746.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2022-08-07,2188064.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2022-08-07,33411.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2022-08-07,6883.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2022-08-07,561738.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2022-08-07,4098481.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2022-08-07,1137013.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2022-08-07,932200.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2022-08-07,692623.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2022-08-07,508819.0,Metra,Metra,2M+,East Central,Chicago
2022-08-07,462172.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2022-08-07,84680.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2022-08-07,220073.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2022-08-07,1254919.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2022-08-07,19703.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2022-08-07,621663.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2022-08-07,113004.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2022-08-07,61710.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2022-08-07,103036.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2022-08-07,253347.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2022-08-07,128520.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2022-08-07,115259.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
